FID IID BirthYear MumID
1 2509 1991 1820
1 2510 1991 2374
1 2516 1991 1880
1 2517 1991 2064
1 2519 1991 1554
1 2520 1991 1663
1 2521 1991 2175
1 2522 1991 2073
1 2523 1991 1079
1 2524 1991 2302
1 2525 1991 1252
1 2526 1991 2262
1 2527 1991 2315
1 2530 1991 751
1 2533 1991 1876
1 2539 1991 2073
1 2540 1991 1885
1 2569 1991 30
1 2571 1991 2120
1 2572 1991 905
1 2480 1991 2177
1 2481 1991 1095
1 2461 1991 1090
1 2462 1991 1090
1 2464 1991 567
1 2466 1991 906
1 2467 1991 906
1 2468 1991 1664
1 2469 1991 1664
1 2470 1991 1757
1 2471 1991 1757
1 2472 1991 1887
1 2473 1991 1887
1 2479 1991 2076
1 2460 1991 1259
1 2607 1992 2323
1 2608 1992 2375
1 2613 1992 2262
1 2614 1992 1741
1 2616 1992 1882
1 2617 1992 577
1 2618 1992 1757
1 2620 1992 1097
1 2621 1992 2260
1 2623 1992 2164
1 2624 1992 1259
1 2629 1992 2143
1 2631 1992 2075
1 2632 1992 1256
1 2633 1992 1552
1 2634 1992 905
1 2637 1992 1080
1 2638 1992 2353
1 2642 1992 1258
1 2643 1992 1885
1 2644 1992 1662
1 2645 1992 1072
1 2649 1992 910
1 2650 1992 1255
1 2654 1992 1649
1 2602 1992 2245
1 2606 1992 2178
1 2677 1992 36
1 2678 1992 1877
1 2679 1992 21
1 2685 1992 2073
1 2688 1992 1664
1 2695 1992 2073
1 2696 1992 1089
1 2697 1992 2164
1 2698 1992 1660
1 2699 1992 2066
1 2700 1992 1877
1 2706 1992 415
1 2707 1992 2071
1 2658 1992 1288
1 2660 1992 1251
1 2661 1992 1244
1 2662 1992 1891
1 2663 1992 2167
1 2664 1992 1553
1 2667 1992 2169
1 2668 1992 2076
1 2669 1992 2177
1 2670 1992 1246
1 2671 1992 1246
1 2655 1992 1880
1 2657 1992 1663
1 2675 1992 2292
1 2795 1993 2379
1 2796 1993 2176
1 2794 1993 2431
1 2802 1993 2356
1 2803 1993 2356
1 2799 1993 2460
1 2801 1993 2260
1 2806 1993 2164
1 2807 1993 2363
1 2804 1993 2364
1 2805 1993 2164
1 2848 1993 2323
1 2849 1993 2323
1 2850 1993 1225
1 2851 1993 2366
1 2852 1993 2643
1 2853 1993 2572
1 2854 1993 2341
1 2855 1993 2349
1 2857 1993 1899
1 2858 1993 1899
1 2861 1993 1259
1 2863 1993 2252
1 2864 1993 2374
1 2866 1993 2214
