FID IID CapYear ID
1 13457 2014 6770
1 12852 2013 6776
1 11055 2010 6776
1 11847 2011 6776
1 14560 2016 6777
1 13567 2014 6777
1 12851 2013 6777
1 16018 2019 6644
1 14558 2016 6644
1 14640 2016 6827
1 14113 2015 6827
1 13338 2014 6827
1 15145 2017 6827
1 13404 2014 6827
1 12844 2013 6827
1 11828 2011 6829
1 11092 2010 6831
1 13556 2014 6831
1 11837 2011 6831
1 12848 2013 6831
1 13550 2014 6833
1 11829 2011 6833
1 11764 2011 6834
1 12696 2013 6834
1 11198 2010 6834
1 12513 2012 6834
1 13551 2014 6837
1 11039 2010 6838
1 11093 2010 6841
1 14111 2015 6851
1 13402 2014 6851
1 13329 2014 6851
1 12549 2012 6857
1 12845 2013 6857
1 11656 2011 6859
1 11040 2010 6860
1 12847 2013 6860
1 13559 2014 6866
1 14179 2015 6866
1 12850 2013 6866
1 14639 2016 6866
1 11094 2010 6866
1 11830 2011 6866
1 11831 2011 6867
1 11657 2011 6868
1 11199 2010 6868
1 11200 2010 6869
1 12777 2013 6869
1 12505 2012 6869
1 11658 2011 6869
1 13552 2014 6869
1 11832 2011 6874
1 12846 2013 6874
1 13553 2014 6874
1 11833 2011 6884
1 11201 2010 6886
1 11659 2011 6886
1 11041 2010 6888
1 11042 2010 6892
1 14671 2016 6892
1 11660 2011 6898
1 11202 2010 6898
1 10967 2010 6900
1 12849 2013 6900
1 13455 2014 6900
1 11043 2010 6907
1 11661 2011 6909
1 11203 2010 6909
1 11204 2010 6910
1 11662 2011 6910
1 12550 2012 6911
1 12879 2013 6911
1 11205 2010 6915
1 10968 2010 6916
1 12693 2013 6916
1 11676 2011 6916
1 11834 2011 6920
1 14552 2016 6927
1 13333 2014 6927
1 12455 2012 6927
1 11206 2010 6927
1 11663 2011 6927
1 11664 2011 6928
1 11207 2010 6928
1 13403 2014 6929
1 14055 2015 6929
1 11208 2010 6929
1 12781 2013 6929
1 13334 2014 6929
1 11665 2011 6929
1 12456 2012 6929
1 11666 2011 6930
1 12447 2012 6930
1 11209 2010 6930
1 13452 2014 6930
1 12691 2013 6930
1 14548 2016 6930
1 15070 2017 6930
1 14051 2015 6930
1 11044 2010 6933
1 11765 2011 6935
1 11210 2010 6935
1 11766 2011 6936
1 11211 2010 6936
1 13330 2014 6936
1 12506 2012 6936
1 14112 2015 6937
1 12695 2013 6937
1 14551 2016 6937
1 15109 2017 6937
1 13336 2014 6937
1 11213 2010 6937
1 11667 2011 6937
1 14557 2016 6938
1 14060 2015 6938
1 12785 2013 6938
1 11214 2010 6938
1 12448 2012 6938
1 11668 2011 6938
1 15123 2017 6938
1 13453 2014 6939
1 11767 2011 6939
1 12507 2012 6939
1 11215 2010 6943
1 13555 2014 6943
1 15611 2018 6943
1 12880 2013 6943
1 14588 2016 6945
1 13341 2014 6945
1 11217 2010 6945
1 15686 2018 6945
1 12784 2013 6945
1 12449 2012 6945
1 10966 2010 6827
1 13405 2014 6948
1 12450 2012 6948
1 12783 2013 6948
1 13340 2014 6948
1 14058 2015 6948
1 11669 2011 6948
1 11218 2010 6948
1 14555 2016 6957
1 16066 2019 6957
1 12515 2012 6957
1 11768 2011 6957
1 13337 2014 6957
1 11219 2010 6957
1 11220 2010 6958
1 12452 2012 6958
1 14054 2015 6958
1 11835 2011 6962
1 15219 2017 6962
1 14549 2016 6967
1 11670 2011 6967
1 15108 2017 6967
1 12508 2012 6967
1 10969 2010 6967
1 16031 2019 6967
1 13331 2014 6967
1 12778 2013 6967
1 11671 2011 6969
1 16017 2019 6969
1 13335 2014 6969
1 12457 2012 6969
1 14056 2015 6969
1 14553 2016 6969
1 12694 2013 6969
1 15670 2018 6969
1 11221 2010 6969
1 15071 2017 6969
1 11675 2011 6971
1 11222 2010 6971
1 11224 2010 6972
1 11672 2011 6972
1 13500 2014 6979
1 12551 2012 6979
1 11836 2011 6979
1 11045 2010 6979
1 11095 2010 6981
1 11225 2010 6982
1 14554 2016 6982
1 13557 2014 6982
1 11769 2011 6982
1 15039 2017 6982
1 12453 2012 6986
1 13339 2014 6986
1 12782 2013 6986
1 14057 2015 6986
1 12697 2013 6990
1 15612 2018 6990
1 11226 2010 6990
1 12509 2012 6990
1 13560 2014 6990
1 11046 2010 7039
1 11673 2011 7043
1 11227 2010 7043
1 13454 2014 7043
1 14053 2015 7043
1 12692 2013 7043
1 12451 2012 7043
1 14550 2016 7043
1 12510 2012 7045
1 11770 2011 7045
1 11228 2010 7045
1 13558 2014 7046
1 11677 2011 7046
1 11229 2010 7048
1 13554 2014 7050
1 11674 2011 7050
1 11230 2010 7050
1 12779 2013 7050
1 11231 2010 7051
1 12786 2013 7051
1 12454 2012 7051
1 14178 2015 7053
1 15246 2017 7053
1 12884 2013 7055
1 15178 2017 7055
1 11096 2010 7056
1 14638 2016 7056
1 15175 2017 7056
1 13501 2014 7063
1 15245 2017 7063
1 11048 2010 7063
1 13332 2014 7095
1 11771 2011 7095
1 11232 2010 7095
1 12511 2012 7095
1 14059 2015 6945
1 14052 2015 8997
1 13320 2014 7108
1 14173 2015 7109
1 14107 2015 7108
1 14139 2015 7115
1 11818 2011 7115
1 13321 2014 7112
1 13398 2014 7112
1 11819 2011 7124
1 11820 2011 7125
1 14140 2015 7131
1 15192 2017 7131
1 13397 2014 7108
1 12878 2013 7133
1 15037 2017 7133
1 13549 2014 7133
1 11636 2011 7134
1 12436 2012 7134
1 12682 2013 7134
1 12546 2012 7118
1 11759 2011 7140
1 13449 2014 7142
1 15610 2018 7142
1 12547 2012 7142
1 15038 2017 7142
1 15609 2018 7133
1 13545 2014 7143
1 13547 2014 7144
1 12502 2012 7144
1 15036 2017 7144
1 11637 2011 7156
1 11638 2011 7157
1 11821 2011 7137
1 12772 2013 7157
1 15693 2018 7157
1 13322 2014 7157
1 14045 2015 7157
1 11760 2011 7158
1 14637 2016 7159
1 12690 2013 7159
1 13451 2014 7159
1 12548 2012 7159
1 13324 2014 7163
1 14108 2015 7163
1 11649 2011 7163
1 16078 2019 7163
1 13325 2014 7172
1 13544 2014 7118
1 12685 2013 7172
1 14544 2016 7172
1 14048 2015 7172
1 12442 2012 7172
1 11650 2011 7172
1 12686 2013 7173
1 12443 2012 7173
1 11651 2011 7173
1 12681 2013 7185
1 15668 2018 7185
1 12434 2012 7185
1 14543 2016 7185
1 11826 2011 7193
1 13328 2014 7194
1 12773 2013 7194
1 11639 2011 7194
1 14110 2015 7194
1 14546 2016 7194
1 11640 2011 7198
1 12438 2012 7198
1 12683 2013 7198
1 11761 2011 7199
1 11641 2011 7201
1 12503 2012 7201
1 12437 2012 7157
1 12439 2012 7205
1 11642 2011 7205
1 16016 2019 7205
1 14046 2015 7205
1 12774 2013 7205
1 15669 2018 7205
1 15069 2017 7205
1 11643 2011 7206
1 12440 2012 7206
1 14174 2015 7206
1 11644 2011 7209
1 11762 2011 7213
1 12775 2013 7213
1 16139 2019 7213
1 13548 2014 7213
1 15608 2018 7213
1 14175 2015 7215
1 11645 2011 7215
1 11763 2011 7216
1 12504 2012 7216
1 13323 2014 7216
1 11822 2011 7223
1 14670 2016 7227
1 11823 2011 7227
1 14635 2016 7228
1 12684 2013 7230
1 14973 2017 7230
1 13401 2014 7230
1 13327 2014 7230
1 12441 2012 7230
1 14050 2015 7230
1 11646 2011 7230
1 14545 2016 7230
1 12771 2013 7232
1 12435 2012 7232
1 16140 2019 7241
1 11647 2011 7241
1 14047 2015 7241
1 11824 2011 7245
1 13497 2014 7202
1 15142 2017 7252
1 14109 2015 7252
1 13400 2014 7252
1 13326 2014 7252
1 12776 2013 7256
1 12444 2012 7256
1 11827 2011 7257
1 12843 2013 7257
1 11652 2011 7260
1 12445 2012 7261
1 11653 2011 7261
1 12688 2013 7261
1 14177 2015 7262
1 14547 2016 7262
1 11654 2011 7262
1 12446 2012 7267
1 14049 2015 7267
1 12687 2013 7267
1 11655 2011 7267
1 14636 2016 7336
1 11825 2011 7339
1 13499 2014 7700
1 15174 2017 7700
1 15173 2017 7698
1 13498 2014 7698
1 14669 2016 7143
1 13399 2014 7172
1 14176 2015 7245
1 16015 2019 7454
1 14541 2016 7454
1 12424 2012 7454
1 15035 2017 7458
1 15607 2018 7458
1 15068 2017 7454
1 15950 2019 7458
1 13542 2014 7459
1 14042 2015 7454
1 15667 2018 7454
1 12680 2013 7454
1 13317 2014 7454
1 16326 2020 7454
1 14041 2015 7472
1 13395 2014 7476
1 12544 2012 7455
1 12426 2012 7476
1 14043 2015 7476
1 13318 2014 7476
1 14542 2016 7476
1 12501 2012 7482
1 12877 2013 7485
1 13543 2014 7485
1 13447 2014 7486
1 15034 2017 7486
1 15949 2019 7486
1 12766 2013 7486
1 14534 2016 7486
1 12769 2013 7476
1 12427 2012 7492
1 13311 2014 7492
1 13396 2014 7492
1 12675 2013 7492
1 15663 2018 7542
1 12428 2012 7542
1 15106 2017 7542
1 13448 2014 7542
1 14036 2015 7542
1 12676 2013 7542
1 14536 2016 7542
1 16012 2019 7542
1 13391 2014 7560
1 15664 2018 7560
1 13312 2014 7560
1 14037 2015 7560
1 12677 2013 7560
1 15066 2017 7560
1 14537 2016 7560
1 12765 2013 7459
1 15107 2017 7472
1 12425 2012 7472
1 14540 2016 7472
1 12768 2013 7472
1 14044 2015 7565
1 12430 2012 7565
1 13392 2014 7574
1 14039 2015 7574
1 14538 2016 7574
1 12678 2013 7574
1 12432 2012 7574
1 15067 2017 7574
1 15665 2018 7574
1 13314 2014 7574
1 12431 2012 7575
1 12767 2013 7575
1 14883 2016 7575
1 14038 2015 7575
1 13313 2014 7575
1 12433 2012 7576
1 14972 2017 7576
1 12679 2013 7576
1 14040 2015 7576
1 15666 2018 7576
1 16014 2019 7576
1 13393 2014 7576
1 14539 2016 7576
1 13316 2014 7576
1 15726 2018 7587
1 16388 2020 7587
1 15143 2017 7587
1 12545 2012 7590
1 14172 2015 7593
1 13541 2014 7593
1 12842 2013 7593
1 15144 2017 7596
1 13495 2014 7687
1 13496 2014 7692
1 14634 2016 7692
1 16013 2019 7560
1 12429 2012 7560
1 13319 2014 7565
1 13394 2014 7565
1 12770 2013 7565
1 13315 2014 8467
1 12500 2012 8467
1 15606 2018 7486
1 13540 2014 7458
1 15105 2017 8240
1 14531 2016 8258
1 12763 2013 8258
1 15685 2018 8258
1 13390 2014 8258
1 14033 2015 8258
1 14586 2016 8265
1 14529 2016 8304
1 14028 2015 8304
1 14035 2015 8312
1 14034 2015 8240
1 14533 2016 8240
1 12762 2013 8240
1 12673 2013 8327
1 14032 2015 8327
1 16065 2019 8327
1 13308 2014 8258
1 15209 2017 8358
1 14171 2015 8358
1 12827 2013 8358
1 14667 2016 8358
1 12764 2013 8362
1 14029 2015 8365
1 14633 2016 8312
1 13494 2014 8312
1 13446 2014 8506
1 12828 2013 8506
1 13310 2014 8327
1 14106 2015 8506
1 14030 2015 8508
1 12674 2013 8508
1 16064 2019 8508
1 13309 2014 8508
1 14530 2016 8508
1 13389 2014 8508
1 14587 2016 8510
1 14668 2016 8992
1 15692 2018 8327
1 15761 2018 8506
1 14031 2015 8974
1 13539 2014 8974
1 14629 2016 8712
1 13437 2014 8714
1 14582 2016 8715
1 15208 2017 8714
1 13490 2014 8717
1 14630 2016 8718
1 14168 2015 8714
1 13441 2014 8716
1 14511 2016 8710
1 13489 2014 8710
1 14014 2015 8724
1 14631 2016 8725
1 15217 2017 8725
1 15029 2017 8729
1 13536 2014 8729
1 14100 2015 8716
1 14512 2016 8729
1 15604 2018 8729
1 15659 2018 8730
1 16338 2020 8730
1 14015 2015 8730
1 13294 2014 8730
1 14513 2016 8730
1 15061 2017 8730
1 16007 2019 8730
1 15218 2017 8731
1 16062 2019 8731
1 14169 2015 8731
1 16426 2020 8729
1 14515 2016 8733
1 15030 2017 8733
1 14016 2015 8733
1 14101 2015 8734
1 13295 2014 8734
1 14516 2016 8734
1 13491 2014 8735
1 14517 2016 8735
1 16063 2019 8735
1 16138 2019 8744
1 15031 2017 8744
1 15603 2018 8744
1 13442 2014 8744
1 15207 2017 8749
1 14632 2016 8749
1 15759 2018 8749
1 14017 2015 8750
1 14518 2016 8750
1 16146 2019 8756
1 14664 2016 8756
1 15605 2018 8758
1 13443 2014 8758
1 15063 2017 8758
1 14102 2015 8758
1 16011 2019 8758
1 14583 2016 8758
1 14665 2016 8759
1 13537 2014 8760
1 14103 2015 8760
1 15244 2017 8762
1 14170 2015 8762
1 13538 2014 8762
1 14514 2016 8731
1 13492 2014 8766
1 16009 2019 8780
1 14020 2015 8780
1 13297 2014 8780
1 14522 2016 8780
1 16337 2020 8780
1 15661 2018 8780
1 15064 2017 8780
1 14523 2016 8782
1 13298 2014 8782
1 14021 2015 8782
1 13384 2014 8782
1 14524 2016 8783
1 14022 2015 8783
1 15171 2017 8787
1 13493 2014 8787
1 14023 2015 8790
1 15682 2018 8790
1 13300 2014 8790
1 14584 2016 8790
1 13386 2014 8790
1 13301 2014 8794
1 15684 2018 8794
1 13387 2014 8794
1 14024 2015 8794
1 13302 2014 8798
1 14027 2015 8798
1 15683 2018 8798
1 15033 2017 8800
1 13444 2014 8800
1 15172 2017 8804
1 14138 2015 8804
1 14666 2016 8805
1 16077 2019 8807
1 15760 2018 8766
1 14528 2016 8807
1 13303 2014 8807
1 14104 2015 8809
1 13445 2014 8809
1 14525 2016 8811
1 13304 2014 8811
1 15065 2017 8811
1 16010 2019 8811
1 16336 2020 8811
1 15662 2018 8811
1 14025 2015 8811
1 13305 2014 8812
1 14105 2015 8812
1 14526 2016 8812
1 13306 2014 8965
1 14026 2015 8965
1 14527 2016 8965
1 14663 2016 8720
1 15028 2017 8721
1 15621 2018 8721
1 13535 2014 8721
1 13307 2014 9239
1 15104 2017 8807
1 14184 2015 10753
1 14674 2016 10753
1 13388 2014 9239
1 15758 2018 9016
1 15100 2017 9022
1 15242 2017 9016
1 15658 2018 9023
1 14502 2016 9023
1 14969 2017 9023
1 16004 2019 9023
1 14628 2016 9029
1 16061 2019 9012
1 14098 2015 9029
1 14503 2016 9030
1 15027 2017 9030
1 15600 2018 9030
1 16096 2019 9022
1 14009 2015 9036
1 14508 2016 9036
1 15948 2019 9060
1 14008 2015 9023
1 16330 2020 9023
1 15601 2018 9060
1 16060 2019 9063
1 15757 2018 9029
1 14010 2015 9063
1 15026 2017 9074
1 14509 2016 9074
1 14099 2015 9074
1 16006 2019 9074
1 15602 2018 9075
1 15060 2017 9075
1 14135 2015 9083
1 14618 2016 9083
1 15943 2019 9083
1 15947 2019 9086
1 14971 2017 9086
1 14504 2016 9063
1 14501 2016 9012
1 16145 2019 9093
1 15206 2017 9093
1 14661 2016 9093
1 14619 2016 9110
1 16108 2019 9110
1 15944 2019 9119
1 14136 2015 9119
1 14620 2016 9119
1 15170 2017 9125
1 14011 2015 9126
1 16095 2019 9139
1 15101 2017 9139
1 14505 2016 9146
1 14581 2016 9165
1 15025 2017 9165
1 16005 2019 9165
1 15597 2018 9165
1 15103 2017 9036
1 14621 2016 9166
1 15945 2019 9169
1 14622 2016 9169
1 14137 2015 9169
1 14013 2015 9206
1 14507 2016 9207
1 14012 2015 9207
1 16093 2019 9207
1 15599 2018 9207
1 15243 2017 9208
1 14623 2016 9208
1 14166 2015 9211
1 16462 2020 9211
1 14167 2015 9212
1 14662 2016 9212
1 15756 2018 9213
1 14625 2016 9214
1 15205 2017 9214
1 16097 2019 9216
1 15620 2018 9216
1 14165 2015 9086
1 14510 2016 9086
1 14624 2016 9244
1 16107 2019 9244
1 15946 2019 9246
1 14970 2017 9246
1 15598 2018 9246
1 14506 2016 9247
1 16144 2019 9257
1 16421 2020 11806
1 15732 2018 11806
1 15024 2017 9060
1 16423 2020 9060
1 15102 2017 10125
1 16094 2019 10125
1 16109 2019 10126
1 14626 2016 10126
1 16110 2019 10131
1 14627 2016 10131
1 16106 2019 9166
1 14492 2016 9778
1 15941 2019 9784
1 14614 2016 9784
1 15241 2017 9793
1 15725 2018 9759
1 14578 2016 9764
1 15216 2017 9768
1 14489 2016 9769
1 16424 2020 9769
1 16076 2019 9769
1 15098 2017 9769
1 14490 2016 9775
1 15655 2018 9805
1 16121 2019 9805
1 14496 2016 9809
1 15724 2018 9817
1 16440 2020 9817
1 16122 2019 9817
1 16104 2019 9819
1 14493 2016 9795
1 15023 2017 9797
1 14494 2016 9797
1 14495 2016 9800
1 15117 2017 9800
1 14579 2016 9805
1 14498 2016 9827
1 16331 2020 9827
1 16002 2019 9827
1 15059 2017 9827
1 14968 2017 9757
1 15010 2017 9759
1 14616 2016 9833
1 15754 2018 9833
1 15236 2017 9834
1 15022 2017 9836
1 15596 2018 9836
1 15238 2017 9838
1 14499 2016 9839
1 14500 2016 9840
1 15595 2018 9841
1 15942 2019 9841
1 14659 2016 9843
1 15239 2017 9843
1 15755 2018 9843
1 16059 2019 9795
1 15679 2018 9795
1 14660 2016 9849
1 15753 2018 9866
1 16105 2019 9866
1 15240 2017 9866
1 14617 2016 9866
1 15169 2017 9871
1 15680 2018 9897
1 16057 2019 9897
1 15122 2017 9897
1 14580 2016 9897
1 16058 2019 9904
1 15099 2017 9904
1 15681 2018 9904
1 14615 2016 9819
1 15058 2017 9822
1 16332 2020 9822
1 14497 2016 9822
1 15656 2018 9822
1 16003 2019 9822
1 15657 2018 9827
1 15204 2017 9833
1 15116 2017 9775
1 15168 2017 9845
1 15184 2017 9849
1 15653 2018 10180
1 15723 2018 10191
1 15588 2018 10190
1 15057 2017 10180
1 14965 2017 10202
1 15015 2017 10205
1 15654 2018 10220
1 16333 2020 10220
1 15097 2017 10220
1 15999 2019 10220
1 16001 2019 10180
1 15589 2018 10231
1 15938 2019 10237
1 15590 2018 10237
1 15017 2017 10237
1 15191 2017 10191
1 16054 2019 10202
1 15593 2018 10255
1 15939 2019 10255
1 15021 2017 10255
1 14966 2017 10258
1 16055 2019 10258
1 16469 2020 10258
1 15233 2017 10289
1 16092 2019 10293
1 15594 2018 10293
1 15018 2017 10293
1 15619 2018 10296
1 16056 2019 10303
1 15121 2017 10303
1 15678 2018 10303
1 15166 2017 10307
1 16075 2019 10345
1 16120 2019 10347
1 15722 2018 10347
1 15009 2017 10347
1 16392 2020 10347
1 15234 2017 10348
1 15167 2017 10349
1 15752 2018 10351
1 15235 2017 10351
1 16137 2019 10351
1 16490 2020 10351
1 16334 2020 10438
1 14967 2017 10438
1 16000 2019 10438
1 15652 2018 10438
1 15019 2017 10443
1 16425 2020 10443
1 15591 2018 10443
1 15016 2017 10231
1 15020 2017 10243
1 15592 2018 10243
1 15721 2018 11075
1 15940 2019 10190
1 15014 2017 10190
1 15141 2017 11075
1 15646 2018 10515
1 15647 2018 10525
1 15718 2018 10530
1 16027 2019 10518
1 15562 2018 10549
1 15937 2019 10552
1 15618 2018 10552
1 16422 2020 10549
1 15648 2018 10567
1 16329 2020 10567
1 16050 2019 10525
1 15995 2019 10567
1 15649 2018 10586
1 16051 2019 10586
1 15650 2018 10594
1 15996 2019 10594
1 16327 2020 10594
1 16103 2019 10603
1 16437 2020 10613
1 15749 2018 10613
1 16119 2019 10618
1 15997 2019 10622
1 15676 2018 10622
1 15563 2018 10575
1 16102 2019 10575
1 16052 2019 10628
1 15677 2018 10628
1 15564 2018 10630
1 16028 2019 10630
1 15750 2018 10632
1 16438 2020 10632
1 16135 2019 10642
1 16029 2019 10647
1 15751 2018 10647
1 16461 2020 10659
1 16053 2019 10659
1 16030 2019 10661
1 15565 2018 10661
1 16328 2020 10527
1 15936 2019 10527
1 15561 2018 10527
1 15717 2018 10529
1 16147 2019 11092
1 16136 2019 11107
1 15719 2018 11386
1 16439 2020 11386
1 15651 2018 10626
1 15998 2019 10626
1 16389 2020 11202
1 16026 2019 11384
1 16390 2020 11804
1 16460 2020 11563
1 16412 2020 11568
1 16413 2020 11602
1 16446 2020 11606
1 16363 2020 11571
1 16445 2020 11619
1 16364 2020 11620
1 16416 2020 11621
1 16436 2020 11608
1 16435 2020 11508
1 16411 2020 11563
1 16375 2020 11825
1 16415 2020 11575
