FID IID CapYear ID
1 3722 1999 3559
1 3333 1998 3563
1 7576 2003 3563
1 7182 2002 3563
1 8165 2004 3563
1 3723 1999 3563
1 9143 2006 3564
1 8962 2005 3564
1 10092 2008 3564
1 4013 2000 3564
1 3334 1998 3564
1 9678 2007 3564
1 7580 2003 3564
1 7109 2002 3564
1 8239 2004 3564
1 4408 2001 3564
1 3724 1999 3564
1 3335 1998 3567
1 3847 1999 3567
1 7578 2003 3567
1 9144 2006 3567
1 8963 2005 3567
1 9873 2007 3567
1 7110 2002 3567
1 4410 2001 3567
1 8166 2004 3567
1 3792 1999 3571
1 9009 2005 3571
1 9814 2007 3571
1 3409 1998 3573
1 3539 1998 3577
1 3489 1998 3581
1 3848 1999 3589
1 7183 2002 3589
1 7577 2003 3589
1 8164 2004 3589
1 4014 2000 3589
1 3336 1998 3589
1 4132 2000 3592
1 7256 2002 3592
1 3490 1998 3592
1 3491 1998 3593
1 4612 2001 3593
1 3540 1998 3604
1 4407 2001 3607
1 8986 2005 3607
1 3790 1999 3607
1 7106 2002 3607
1 4129 2000 3609
1 3557 1998 3611
1 7107 2002 4131
1 4613 2001 4322
1 3791 1999 4322
1 7139 2002 3431
1 4130 2000 4131
1 7760 2003 3636
1 4405 2001 3641
1 3785 1999 3641
1 3878 1999 3636
1 8155 2004 3651
1 3881 1999 3651
1 4628 2001 3658
1 8985 2005 3641
1 4073 2000 3659
1 3786 1999 3659
1 8159 2004 3636
1 8238 2004 3658
1 10091 2008 3662
1 8157 2004 3662
1 3787 1999 3662
1 4470 2001 3636
1 7259 2002 3681
1 4545 2001 3692
1 7620 2003 3692
1 7105 2002 3692
1 3720 1999 3700
1 4404 2001 3700
1 4011 2000 3700
1 4406 2001 3704
1 7104 2002 3704
1 7572 2003 3704
1 3721 1999 3704
1 4609 2001 3711
1 3879 1999 3711
1 7102 2002 3725
1 4076 2000 3725
1 9007 2005 3725
1 7138 2002 3734
1 4147 2000 3738
1 3816 1999 3738
1 4544 2001 3738
1 8158 2004 3738
1 7184 2002 3738
1 8959 2005 3738
1 7573 2003 3738
1 7704 2003 3748
1 3880 1999 3759
1 8302 2004 3641
1 4126 2000 3641
1 8237 2004 3762
1 7101 2002 3762
1 7261 2002 3771
1 4610 2001 3771
1 7706 2003 3771
1 7705 2003 3782
1 9813 2007 3659
1 7258 2002 3662
1 8253 2004 3796
1 9008 2005 3796
1 9778 2007 3796
1 7260 2002 4104
1 9777 2007 3662
1 4074 2000 3762
1 8304 2004 4103
1 3788 1999 3782
1 7257 2002 4103
1 4075 2000 3782
1 4127 2000 3759
1 7757 2003 3881
1 4608 2001 3954
1 4402 2001 3968
1 4071 2000 3954
1 10660 2009 4004
1 7254 2002 4008
1 4010 2000 3968
1 7703 2003 4004
1 4146 2000 4051
1 8236 2004 4051
1 9189 2006 4051
1 7758 2003 3945
1 7569 2003 4051
1 7759 2003 4068
1 8154 2004 4004
1 7100 2002 4051
1 11374 2010 4004
1 8301 2004 4008
1 4072 2000 4120
1 8958 2005 4051
1 4403 2001 4051
1 7571 2003 3885
1 7255 2002 4068
1 9244 2006 4004
1 8298 2004 4155
1 4601 2001 4153
1 7750 2003 4157
1 9006 2005 4155
1 7093 2002 4155
1 7094 2002 4156
1 4463 2001 4161
1 7697 2003 4161
1 8299 2004 4162
1 4381 2001 4159
1 9005 2005 4166
1 4383 2001 4168
1 8232 2004 4169
1 4529 2001 4169
1 7751 2003 4170
1 7244 2002 4170
1 4384 2001 4172
1 7698 2003 4173
1 7245 2002 4173
1 4602 2001 4175
1 4385 2001 4176
1 4530 2001 4177
1 7565 2003 4179
1 7095 2002 4179
1 8148 2004 4179
1 4386 2001 4179
1 7699 2003 4184
1 7246 2002 4184
1 8149 2004 4184
1 4387 2001 4186
1 4531 2001 4187
1 10745 2009 4190
1 10282 2008 4190
1 7753 2003 4190
1 12533 2012 4193
1 13439 2014 4193
1 9142 2006 4193
1 7096 2002 4193
1 7566 2003 4193
1 8150 2004 4193
1 10659 2009 4193
1 10090 2008 4193
1 9677 2007 4193
1 4388 2001 4193
1 11741 2011 4193
1 8954 2005 4193
1 10984 2010 4193
1 7700 2003 4195
1 4603 2001 4196
1 4382 2001 4164
1 4390 2001 4205
1 8153 2004 4206
1 7619 2003 4206
1 4532 2001 4206
1 4391 2001 4209
1 4392 2001 4210
1 4533 2001 4212
1 4604 2001 4216
1 8955 2005 4217
1 7097 2002 4217
1 7567 2003 4217
1 8235 2004 4217
1 4393 2001 4217
1 4534 2001 4218
1 4464 2001 4220
1 9188 2006 4223
1 7247 2002 4223
1 8984 2005 4223
1 7755 2003 4226
1 7248 2002 4226
1 4535 2001 4227
1 4394 2001 4229
1 4465 2001 4230
1 4466 2001 4232
1 4607 2001 4234
1 8233 2004 4238
1 4536 2001 4238
1 7098 2002 4238
1 10658 2009 4238
1 4537 2001 4240
1 8300 2004 4241
1 4467 2001 4241
1 9776 2007 4241
1 7249 2002 4242
1 4468 2001 4242
1 4395 2001 4243
1 7754 2003 4244
1 4396 2001 4250
1 4397 2001 4251
1 4538 2001 4255
1 7251 2002 4255
1 4539 2001 4256
1 7701 2003 4257
1 8956 2005 4258
1 10157 2008 4258
1 10572 2009 4258
1 9675 2007 4258
1 7178 2002 4258
1 7625 2003 4258
1 4540 2001 4258
1 8152 2004 4258
1 7756 2003 4259
1 7252 2002 4259
1 4401 2001 4260
1 4398 2001 4261
1 4541 2001 4262
1 4605 2001 4266
1 4543 2001 4309
1 7099 2002 4310
1 7253 2002 4313
1 10574 2009 4313
1 10088 2008 4313
1 7702 2003 4314
1 4606 2001 4314
1 10089 2008 4316
1 7179 2002 4316
1 10573 2009 4316
1 9676 2007 4316
1 4542 2001 4316
1 8151 2004 4316
1 8957 2005 4316
1 7180 2002 4317
1 8234 2004 4318
1 4469 2001 4318
1 4528 2001 4157
1 4462 2001 4158
1 4389 2001 4200
1 4400 2001 4543
1 9665 2007 4335
1 8130 2004 4335
1 10566 2009 4335
1 7686 2003 4335
1 8131 2004 4343
1 7050 2002 4343
1 7687 2003 4345
1 7231 2002 4345
1 8983 2005 4346
1 7746 2003 4346
1 7232 2002 4346
1 8147 2004 4346
1 7051 2002 4353
1 7688 2003 4359
1 7233 2002 4359
1 9186 2006 4359
1 8297 2004 4359
1 9674 2007 4359
1 7613 2003 4343
1 10446 2009 4359
1 10084 2008 4361
1 9774 2007 4361
1 11740 2011 4361
1 7563 2003 4378
1 8142 2004 4378
1 7234 2002 4378
1 7689 2003 4385
1 7136 2002 4385
1 9133 2006 4386
1 8944 2005 4386
1 8227 2004 4386
1 10087 2008 4359
1 7551 2003 4386
1 11319 2010 4395
1 9672 2007 4395
1 8953 2005 4395
1 8132 2004 4395
1 9141 2006 4395
1 10086 2008 4395
1 10570 2009 4395
1 7053 2002 4395
1 10080 2008 4335
1 7235 2002 4396
1 7690 2003 4396
1 10654 2009 4398
1 8228 2004 4398
1 9666 2007 4398
1 7747 2003 4398
1 7236 2002 4399
1 10280 2008 4399
1 9773 2007 4404
1 7134 2002 4404
1 8945 2005 4407
1 7054 2002 4407
1 10081 2008 4407
1 9135 2006 4407
1 11317 2010 4407
1 10567 2009 4407
1 9667 2007 4407
1 7554 2003 4407
1 8133 2004 4407
1 9809 2007 4410
1 10082 2008 4410
1 7691 2003 4410
1 7237 2002 4410
1 10568 2009 4410
1 11065 2010 4410
1 9241 2006 4410
1 8134 2004 4410
1 7692 2003 4416
1 11320 2010 4418
1 10156 2008 4418
1 9673 2007 4418
1 8946 2005 4418
1 9136 2006 4418
1 7055 2002 4418
1 10571 2009 4418
1 7555 2003 4418
1 8135 2004 4418
1 10085 2008 4420
1 9243 2006 4420
1 8136 2004 4420
1 7748 2003 4420
1 9003 2005 4432
1 7695 2003 4432
1 7239 2002 4432
1 8229 2004 4440
1 7614 2003 4440
1 7073 2002 4440
1 8948 2005 4454
1 8140 2004 4454
1 9668 2007 4454
1 10154 2008 4454
1 7561 2003 4454
1 11318 2010 4454
1 10569 2009 4454
1 7056 2002 4454
1 9137 2006 4454
1 9775 2007 4456
1 8947 2005 4456
1 7693 2003 4456
1 10657 2009 4456
1 8949 2005 4459
1 7562 2003 4459
1 7057 2002 4459
1 8141 2004 4459
1 9138 2006 4459
1 9004 2005 4460
1 8252 2004 4460
1 7059 2002 4461
1 9817 2007 4461
1 7694 2003 4461
1 9187 2006 4461
1 7087 2002 4465
1 10983 2010 4465
1 12532 2012 4465
1 7556 2003 4465
1 12800 2013 4465
1 10655 2009 4465
1 8145 2004 4465
1 9670 2007 4465
1 9140 2006 4465
1 10083 2008 4465
1 11739 2011 4465
1 8952 2005 4465
1 7088 2002 4466
1 8310 2004 4466
1 7557 2003 4466
1 8143 2004 4467
1 7089 2002 4467
1 7558 2003 4467
1 8950 2005 4467
1 8951 2005 4468
1 9669 2007 4468
1 7074 2002 4468
1 9139 2006 4468
1 10155 2008 4468
1 7559 2003 4468
1 8144 2004 4468
1 9811 2007 4470
1 7240 2002 4470
1 9812 2007 4472
1 7241 2002 4472
1 8146 2004 4473
1 10656 2009 4473
1 7091 2002 4473
1 9671 2007 4473
1 7616 2003 4473
1 7242 2002 4517
1 7564 2003 4529
1 7075 2002 4529
1 8231 2004 4529
1 7052 2002 4386
1 8138 2004 4562
1 7617 2003 4562
1 7092 2002 4562
1 9242 2006 5250
1 8139 2004 4688
1 8137 2004 4734
1 7552 2003 4395
1 7243 2002 4734
1 10281 2008 5250
1 7749 2003 5250
1 7238 2002 5250
1 9810 2007 5250
1 7560 2003 4734
1 9131 2006 4575
1 7548 2003 4575
1 9661 2007 4575
1 10563 2009 4575
1 11315 2010 4631
1 11738 2011 4631
1 8940 2005 4575
1 7550 2003 4635
1 10078 2008 4575
1 11314 2010 4575
1 10564 2009 4631
1 10079 2008 4598
1 8982 2005 4598
1 9240 2006 4628
1 10279 2008 4628
1 9662 2007 4631
1 8127 2004 4631
1 7549 2003 4636
1 8942 2005 4636
1 11316 2010 4636
1 9663 2007 4636
1 8129 2004 4635
1 9132 2006 4636
1 12711 2013 4636
1 8128 2004 4636
1 8126 2004 4575
1 14074 2015 4636
1 12482 2012 4636
1 10153 2008 4636
1 10565 2009 4636
1 13354 2014 4636
1 7684 2003 5276
1 11103 2010 5276
1 8296 2004 5312
1 9664 2007 5326
1 8943 2005 5326
1 9239 2006 5326
1 7685 2003 5326
1 8289 2004 5059
1 8981 2005 5060
1 8098 2004 5061
1 10077 2008 5063
1 9202 2006 5063
1 9002 2005 5063
1 8099 2004 5066
1 8210 2004 5067
1 11307 2010 5069
1 10650 2009 5069
1 9643 2007 5069
1 8211 2004 5069
1 10069 2008 5069
1 9125 2006 5086
1 8100 2004 5076
1 9767 2007 5076
1 8212 2004 5077
1 8213 2004 5080
1 8102 2004 5084
1 8929 2005 5084
1 9644 2007 5084
1 10148 2008 5084
1 10651 2009 5084
1 9124 2006 5084
1 9236 2006 5085
1 8103 2004 5086
1 8214 2004 5096
1 9126 2006 5097
1 8105 2004 5097
1 8932 2005 5097
1 10274 2008 5100
1 9646 2007 5100
1 8106 2004 5100
1 8292 2004 5102
1 9001 2005 5103
1 9772 2007 5103
1 10445 2009 5103
1 8107 2004 5105
1 11737 2011 5107
1 8939 2005 5107
1 8290 2004 5075
1 8108 2004 5107
1 10560 2009 5107
1 9657 2007 5107
1 10073 2008 5107
1 9130 2006 5107
1 8215 2004 5108
1 8109 2004 5111
1 9647 2007 5111
1 10652 2009 5111
1 8216 2004 5113
1 8293 2004 5114
1 10562 2009 5119
1 10070 2008 5119
1 8217 2004 5120
1 9649 2007 5121
1 9183 2006 5121
1 8110 2004 5121
1 10071 2008 5121
1 11308 2010 5121
1 10275 2008 5122
1 8111 2004 5124
1 10072 2008 5125
1 9650 2007 5125
1 11309 2010 5127
1 11734 2011 5127
1 9651 2007 5127
1 8218 2004 5128
1 8112 2004 5129
1 8113 2004 5130
1 9769 2007 5130
1 10653 2009 5130
1 8114 2004 5132
1 10558 2009 5132
1 10742 2009 5133
1 11857 2011 5133
1 8115 2004 5135
1 10559 2009 5137
1 8116 2004 5137
1 11735 2011 5137
1 11313 2010 5107
1 9652 2007 5137
1 9127 2006 5137
1 10150 2008 5137
1 11311 2010 5137
1 9185 2006 5141
1 8219 2004 5141
1 8934 2005 5141
1 10074 2008 5141
1 9658 2007 5141
1 8117 2004 5142
1 8251 2004 5144
1 9807 2007 5144
1 11063 2010 5144
1 10444 2009 5144
1 10276 2008 5144
1 9237 2006 5144
1 9653 2007 5146
1 10151 2008 5146
1 8220 2004 5147
1 8935 2005 5150
1 9128 2006 5150
1 10075 2008 5150
1 11312 2010 5150
1 9659 2007 5150
1 10561 2009 5150
1 8119 2004 5150
1 9808 2007 5152
1 9238 2006 5152
1 8294 2004 5152
1 10277 2008 5152
1 8221 2004 5153
1 8222 2004 5156
1 8223 2004 5157
1 8120 2004 5158
1 8122 2004 5226
1 8936 2005 5226
1 9184 2006 5232
1 8123 2004 5232
1 10743 2009 5232
1 9654 2007 5232
1 8124 2004 5234
1 8937 2005 5235
1 9129 2006 5235
1 8125 2004 5235
1 9655 2007 5235
1 9770 2007 5242
1 10744 2009 5242
1 11102 2010 5242
1 8226 2004 5246
1 8295 2004 5247
1 8938 2005 5248
1 9656 2007 5248
1 10152 2008 5248
1 11310 2010 5248
1 9645 2007 5086
1 10149 2008 5086
1 8930 2005 5086
1 8104 2004 5087
1 9182 2006 5089
1 8931 2005 5089
1 10076 2008 5089
1 9660 2007 5089
1 8291 2004 5094
1 11733 2011 5094
1 9768 2007 5094
1 10199 2008 5094
1 8224 2004 5403
1 8225 2004 5407
1 8933 2005 5137
1 11856 2011 5420
1 10982 2010 5421
1 9638 2007 5421
1 9802 2007 5420
1 8903 2005 5421
1 10145 2008 5421
1 10739 2009 5421
1 9181 2006 5421
1 11852 2011 5422
1 9803 2007 5426
1 10977 2010 5427
1 9227 2006 5422
1 9196 2006 5427
1 10548 2009 5427
1 10266 2008 5430
1 10738 2009 5430
1 8904 2005 5430
1 10741 2009 5431
1 9614 2007 5431
1 14182 2015 5431
1 11730 2011 5431
1 10271 2008 5433
1 9764 2007 5433
1 10734 2009 5433
1 9228 2006 5433
1 9633 2007 5439
1 9178 2006 5439
1 10644 2009 5439
1 12527 2012 5442
1 11288 2010 5442
1 8905 2005 5442
1 12706 2013 5442
1 9112 2006 5442
1 10049 2008 5442
1 9615 2007 5442
1 10542 2009 5442
1 11289 2010 5443
1 8906 2005 5443
1 9616 2007 5443
1 11723 2011 5443
1 11718 2011 5444
1 9113 2006 5444
1 8907 2005 5444
1 11295 2010 5444
1 10050 2008 5444
1 10549 2009 5444
1 9617 2007 5444
1 8908 2005 5447
1 9618 2007 5447
1 10735 2009 5447
1 9765 2007 5455
1 10058 2008 5427
1 9754 2007 5456
1 8997 2005 5456
1 9229 2006 5458
1 9755 2007 5459
1 9766 2007 5460
1 11290 2010 5466
1 9619 2007 5466
1 10139 2008 5466
1 9114 2006 5466
1 8909 2005 5466
1 10543 2009 5466
1 9230 2006 5467
1 11853 2011 5468
1 9756 2007 5469
1 10060 2008 5469
1 9231 2006 5476
1 10443 2009 5476
1 9115 2006 5480
1 10544 2009 5480
1 8927 2005 5483
1 10545 2009 5484
1 10730 2009 5485
1 10200 2008 5485
1 14191 2015 5486
1 10976 2010 5486
1 11725 2011 5486
1 9632 2007 5486
1 10270 2008 5486
1 9179 2006 5486
1 13351 2014 5490
1 12479 2012 5490
1 11296 2010 5490
1 12708 2013 5490
1 14564 2016 5490
1 15073 2017 5490
1 14072 2015 5490
1 9620 2007 5490
1 11721 2011 5490
1 10051 2008 5490
1 10550 2009 5490
1 8910 2005 5490
1 9180 2006 5490
1 9232 2006 5491
1 11717 2011 5491
1 8911 2005 5491
1 12531 2012 5495
1 13352 2014 5495
1 10064 2008 5495
1 9621 2007 5495
1 11304 2010 5495
1 10649 2009 5495
1 11729 2011 5495
1 11719 2011 5496
1 10737 2009 5496
1 14181 2015 5496
1 8912 2005 5496
1 10979 2010 5496
1 14563 2016 5496
1 10052 2008 5496
1 14073 2015 5501
1 9116 2006 5501
1 12709 2013 5501
1 9622 2007 5501
1 12480 2012 5501
1 10556 2009 5501
1 13353 2014 5501
1 14974 2017 5501
1 13409 2014 5501
1 15672 2018 5501
1 8913 2005 5501
1 14565 2016 5501
1 10066 2008 5501
1 11305 2010 5501
1 11731 2011 5501
1 9804 2007 5505
1 10272 2008 5505
1 11061 2010 5505
1 11855 2011 5505
1 10978 2010 5506
1 9757 2007 5506
1 10059 2008 5506
1 9639 2007 5510
1 10146 2008 5510
1 8914 2005 5510
1 11722 2011 5510
1 9122 2006 5510
1 11297 2010 5510
1 10552 2009 5510
1 9233 2006 5513
1 9758 2007 5514
1 10057 2008 5515
1 9197 2006 5515
1 9198 2006 5516
1 11291 2010 5520
1 12707 2013 5520
1 12478 2012 5520
1 11716 2011 5520
1 10053 2008 5520
1 9623 2007 5520
1 13350 2014 5520
1 9117 2006 5520
1 14071 2015 5520
1 10546 2009 5520
1 8915 2005 5520
1 10061 2008 5525
1 11726 2011 5525
1 9118 2006 5525
1 9642 2007 5525
1 8916 2005 5525
1 10555 2009 5525
1 11300 2010 5525
1 11292 2010 5526
1 12799 2013 5526
1 12528 2012 5526
1 9624 2007 5526
1 8917 2005 5526
1 9625 2007 5528
1 12710 2013 5528
1 9119 2006 5528
1 8918 2005 5528
1 10067 2008 5528
1 10557 2009 5528
1 12481 2012 5528
1 11732 2011 5528
1 11306 2010 5528
1 11303 2010 5530
1 11728 2011 5530
1 9626 2007 5530
1 10063 2008 5530
1 10740 2009 5530
1 9636 2007 5531
1 10647 2009 5531
1 10142 2008 5531
1 9120 2006 5531
1 11302 2010 5531
1 11727 2011 5531
1 9000 2005 5531
1 10147 2008 5535
1 9640 2007 5535
1 8919 2005 5535
1 9123 2006 5535
1 10553 2009 5535
1 11298 2010 5535
1 10442 2009 5542
1 8920 2005 5542
1 10054 2008 5542
1 9627 2007 5542
1 9635 2007 5543
1 9199 2006 5543
1 11294 2010 5543
1 10062 2008 5544
1 11299 2010 5547
1 9641 2007 5547
1 13570 2014 5547
1 12530 2012 5547
1 8921 2005 5552
1 9805 2007 5552
1 8928 2005 5555
1 9121 2006 5555
1 10551 2009 5555
1 10143 2008 5555
1 9637 2007 5555
1 9806 2007 5556
1 9234 2006 5561
1 10267 2008 5562
1 10731 2009 5562
1 10981 2010 5562
1 8922 2005 5562
1 9763 2007 5589
1 10733 2009 5589
1 9759 2007 5593
1 11854 2011 5593
1 12854 2013 5594
1 10268 2008 5595
1 8999 2005 5596
1 8998 2005 5597
1 11101 2010 5597
1 13459 2014 5597
1 10732 2009 5604
1 10141 2008 5604
1 9235 2006 5604
1 9762 2007 5606
1 9201 2006 5616
1 10056 2008 5616
1 8925 2005 5622
1 10645 2009 5626
1 9634 2007 5626
1 9200 2006 5626
1 10646 2009 5631
1 9631 2007 5631
1 10269 2008 5631
1 11062 2010 5631
1 9629 2007 5632
1 10643 2009 5632
1 11293 2010 5636
1 10547 2009 5636
1 9628 2007 5636
1 10140 2008 5636
1 8924 2005 5636
1 9761 2007 5648
1 11060 2010 5648
1 10273 2008 5648
1 10736 2009 5648
1 10648 2009 5652
1 9630 2007 5652
1 11301 2010 5652
1 11720 2011 5662
1 10055 2008 5662
1 10980 2010 5662
1 12529 2012 5662
1 8923 2005 5662
1 8926 2005 5705
1 8980 2005 5455
1 10729 2009 5741
1 9610 2007 5741
1 10975 2010 5741
1 9174 2006 5741
1 9175 2006 5751
1 11287 2010 5751
1 10138 2008 5751
1 12525 2012 5751
1 11715 2011 5751
1 10728 2009 5751
1 9752 2007 5759
1 9753 2007 5762
1 10136 2008 5768
1 11714 2011 5768
1 9611 2007 5768
1 11284 2010 5768
1 10048 2008 5741
1 9111 2006 5768
1 11285 2010 5891
1 9612 2007 5891
1 11064 2010 5917
1 10540 2009 5768
1 10541 2009 6302
1 9613 2007 6302
1 11286 2010 6302
1 10137 2008 6302
1 9740 2007 6082
1 10041 2008 6084
1 9744 2007 6086
1 11850 2011 6086
1 9799 2007 6089
1 9743 2007 6084
1 9745 2007 6099
1 10133 2008 6116
1 11273 2010 6116
1 11058 2010 6089
1 9592 2007 6116
1 10534 2009 6116
1 9593 2007 6118
1 11706 2011 6116
1 9594 2007 6124
1 11713 2011 6124
1 10042 2008 6124
1 10263 2008 6118
1 10535 2009 6124
1 10197 2008 6125
1 10724 2009 6125
1 12853 2013 6127
1 10047 2008 6127
1 9746 2007 6127
1 9748 2007 6136
1 11059 2010 6136
1 10725 2009 6136
1 10727 2009 6145
1 12524 2012 6145
1 10265 2008 6145
1 11283 2010 6124
1 9749 2007 6147
1 10198 2008 6147
1 10641 2009 6150
1 11274 2010 6150
1 11707 2011 6150
1 9596 2007 6150
1 10134 2008 6150
1 12477 2012 6151
1 11275 2010 6151
1 9597 2007 6151
1 11712 2011 6151
1 10043 2008 6155
1 9595 2007 6145
1 10974 2010 6100
1 10723 2009 6100
1 9591 2007 6100
1 10536 2009 6155
1 11279 2010 6159
1 11710 2011 6159
1 9599 2007 6159
1 10044 2008 6159
1 9601 2007 6164
1 10642 2009 6168
1 11278 2010 6168
1 11709 2011 6168
1 14562 2016 6168
1 14118 2015 6168
1 9602 2007 6168
1 13349 2014 6168
1 9606 2007 6171
1 11277 2010 6171
1 10537 2009 6176
1 12476 2012 6176
1 11282 2010 6176
1 9607 2007 6176
1 10726 2009 6186
1 9750 2007 6186
1 10045 2008 6189
1 10538 2009 6189
1 11280 2010 6189
1 9608 2007 6189
1 11711 2011 6189
1 9800 2007 6193
1 11851 2011 6193
1 10264 2008 6193
1 9751 2007 6195
1 12475 2012 6196
1 10135 2008 6196
1 11281 2010 6196
1 9609 2007 6196
1 12798 2013 6196
1 10539 2009 6196
1 11276 2010 6155
1 9598 2007 6155
1 12474 2012 6155
1 11708 2011 6155
1 9801 2007 6528
1 11100 2010 6099
1 11098 2010 6331
1 10525 2009 6332
1 10032 2008 6332
1 11261 2010 6332
1 11699 2011 6332
1 10526 2009 6333
1 10129 2008 6333
1 10720 2009 6338
1 10257 2008 6342
1 11262 2010 6333
1 10527 2009 6345
1 10194 2008 6345
1 10528 2009 6348
1 14561 2016 6348
1 10033 2008 6348
1 12470 2012 6348
1 15111 2017 6348
1 14069 2015 6348
1 11263 2010 6348
1 13347 2014 6348
1 12704 2013 6348
1 11700 2011 6348
1 10634 2009 6342
1 11099 2010 6354
1 10258 2008 6362
1 10635 2009 6362
1 13655 2014 6369
1 10259 2008 6369
1 11326 2010 6406
1 10034 2008 6406
1 10640 2009 6406
1 13348 2014 6406
1 12473 2012 6406
1 12797 2013 6406
1 14070 2015 6406
1 10195 2008 6354
1 11056 2010 6408
1 13569 2014 6408
1 12882 2013 6408
1 11701 2011 6408
1 10130 2008 6408
1 12796 2013 6332
1 10035 2008 6411
1 10529 2009 6411
1 11264 2010 6411
1 10036 2008 6414
1 11265 2010 6425
1 11057 2010 6435
1 12552 2012 6435
1 10721 2009 6435
1 10260 2008 6435
1 11266 2010 6441
1 10636 2009 6441
1 10037 2008 6441
1 11704 2011 6441
1 10530 2009 6451
1 11267 2010 6451
1 11702 2011 6451
1 10131 2008 6451
1 11849 2011 6452
1 10038 2008 6452
1 10637 2009 6452
1 11848 2011 6455
1 10722 2009 6455
1 10261 2008 6455
1 10638 2009 6459
1 11780 2011 6463
1 10531 2009 6463
1 11268 2010 6463
1 10039 2008 6463
1 11270 2010 6479
1 10040 2008 6479
1 12705 2013 6479
1 13568 2014 6479
1 11703 2011 6479
1 12472 2012 6479
1 10639 2009 6479
1 11781 2011 6486
1 10132 2008 6486
1 11271 2010 6486
1 10532 2009 6486
1 12471 2012 6409
1 10196 2008 6536
1 10533 2009 6536
1 12523 2012 6408
1 10262 2008 6779
1 11233 2010 6565
1 11679 2011 6565
1 10621 2009 6565
1 12788 2013 6577
1 13561 2014 6577
1 10623 2009 6577
1 10622 2009 6567
1 11772 2011 6577
1 10624 2009 6583
1 11235 2010 6583
1 13562 2014 6583
1 12516 2012 6583
1 11838 2011 6585
1 11695 2011 6588
1 12787 2013 6565
1 10626 2009 6591
1 11839 2011 6591
1 10712 2009 6593
1 11049 2010 6593
1 11234 2010 6577
1 11773 2011 6599
1 12458 2012 6599
1 11236 2010 6599
1 12698 2013 6599
1 10510 2009 6599
1 12522 2012 6605
1 11238 2010 6605
1 10625 2009 6588
1 11778 2011 6605
1 13458 2014 6608
1 10714 2009 6608
1 10970 2010 6608
1 11840 2011 6593
1 12702 2013 6608
1 11841 2011 6609
1 11050 2010 6609
1 10715 2009 6609
1 11239 2010 6615
1 12459 2012 6615
1 11680 2011 6615
1 10511 2009 6615
1 12699 2013 6615
1 11681 2011 6616
1 13406 2014 6616
1 13342 2014 6616
1 11240 2010 6616
1 14062 2015 6616
1 12460 2012 6616
1 10512 2009 6616
1 12700 2013 6616
1 11241 2010 6617
1 10513 2009 6617
1 12701 2013 6617
1 11682 2011 6617
1 12461 2012 6617
1 11242 2010 6620
1 11683 2011 6620
1 10627 2009 6625
1 11243 2010 6625
1 11698 2011 6625
1 12792 2013 6625
1 12468 2012 6625
1 14063 2015 6625
1 10514 2009 6633
1 11244 2010 6633
1 15671 2018 6644
1 11245 2010 6644
1 10713 2009 6605
1 12469 2012 6644
1 15110 2017 6644
1 14064 2015 6644
1 10628 2009 6644
1 11779 2011 6608
1 11684 2011 6644
1 12793 2013 6644
1 11685 2011 6646
1 10629 2009 6646
1 11051 2010 6646
1 13456 2014 6654
1 10971 2010 6654
1 14117 2015 6654
1 16032 2019 6663
1 11696 2011 6663
1 11246 2010 6663
1 14114 2015 6663
1 11052 2010 6666
1 10716 2009 6666
1 11053 2010 6674
1 10717 2009 6674
1 11842 2011 6675
1 14066 2015 6678
1 12463 2012 6678
1 11247 2010 6678
1 14559 2016 6679
1 15072 2017 6679
1 11686 2011 6679
1 11248 2010 6679
1 12464 2012 6679
1 12794 2013 6679
1 10515 2009 6679
1 13345 2014 6679
1 14065 2015 6679
1 13407 2014 6679
1 12517 2012 6680
1 10972 2010 6680
1 11774 2011 6680
1 10718 2009 6680
1 10516 2009 6682
1 12466 2012 6682
1 11260 2010 6682
1 13346 2014 6682
1 14067 2015 6682
1 12703 2013 6682
1 11694 2011 6682
1 14115 2015 6683
1 11249 2010 6683
1 11687 2011 6683
1 13344 2014 6683
1 15727 2018 6685
1 13563 2014 6688
1 14180 2015 6688
1 10440 2009 6689
1 10630 2009 6690
1 12518 2012 6690
1 15124 2017 6690
1 13564 2014 6690
1 11250 2010 6690
1 13502 2014 6691
1 11843 2011 6691
1 11097 2010 6691
1 12881 2013 6691
1 11844 2011 6692
1 11251 2010 6694
1 10517 2009 6694
1 11775 2011 6694
1 10518 2009 6695
1 10519 2009 6697
1 10441 2009 6701
1 11845 2011 6713
1 11252 2010 6715
1 11846 2011 6717
1 11688 2011 6718
1 11253 2010 6718
1 10520 2009 6718
1 11254 2010 6719
1 10521 2009 6719
1 11689 2011 6719
1 12789 2013 6721
1 13565 2014 6721
1 11255 2010 6721
1 12519 2012 6721
1 11690 2011 6721
1 10631 2009 6721
1 11256 2010 6722
1 10522 2009 6722
1 13566 2014 6722
1 12790 2013 6722
1 11691 2011 6722
1 12791 2013 6723
1 11697 2011 6723
1 11257 2010 6723
1 12520 2012 6723
1 10632 2009 6723
1 14068 2015 6724
1 11258 2010 6724
1 12795 2013 6724
1 11692 2011 6724
1 12465 2012 6724
1 10523 2009 6724
1 12521 2012 6725
1 11259 2010 6725
1 10633 2009 6725
1 13408 2014 6726
1 13343 2014 6726
1 10973 2010 6726
1 10524 2009 6726
1 11054 2010 6729
1 11693 2011 6730
1 10719 2009 6730
1 11777 2011 6770
1 14116 2015 6770
